ctr,tokens,tokens_price,name
240,1376,0.00017888,C:\Root\nimue\data\email\ingest-processed\6f930faff42c649cf16ab0957fd4186a.txt
241,529,6.877e-05,C:\Root\nimue\data\email\ingest-processed\70ec8b897252c427d790d25b194fbafe.txt
242,210,2.73e-05,C:\Root\nimue\data\email\ingest-processed\715602a0b1b7cf45afc6e5aba6c6d326.txt
243,316,4.108e-05,C:\Root\nimue\data\email\ingest-processed\72110e01a43f800a6dd9352ffc69bea0.txt
244,278,3.614e-05,C:\Root\nimue\data\email\ingest-processed\736e1a2f50f06ff3e022a41305010373.txt
245,362,4.706e-05,C:\Root\nimue\data\email\ingest-processed\73ae5ec7d79335b59fcd8f8a06817a44.txt
246,738,9.593999999999999e-05,C:\Root\nimue\data\email\ingest-processed\73df0cd96e643c4fa5e7d6982196fc6a.txt
247,540,7.02e-05,C:\Root\nimue\data\email\ingest-processed\75172c6a460dd17764c66b4d28d88534.txt
248,167,2.171e-05,C:\Root\nimue\data\email\ingest-processed\7533fd22bb18fb8e4b32e0f2d566f679.txt
249,550,7.15e-05,C:\Root\nimue\data\email\ingest-processed\7534c229843996e629e7bbcad317090b.txt
250,130,1.69e-05,C:\Root\nimue\data\email\ingest-processed\7590e73f9e74fc06e4bdd3d9bc458ef5.txt
251,768,9.984e-05,C:\Root\nimue\data\email\ingest-processed\75a79ee1c97464453e665f73a900c892.txt
252,706,9.178e-05,C:\Root\nimue\data\email\ingest-processed\7612d93299a811c040a84a1f39e343fd.txt
253,631,8.203e-05,C:\Root\nimue\data\email\ingest-processed\764dd4c89f1578df25e9909bc1af3d17.txt
254,527,6.851e-05,C:\Root\nimue\data\email\ingest-processed\76731d0e84adb2a3bb27cc4846f4a3f4.txt
255,1108,0.00014403999999999998,C:\Root\nimue\data\email\ingest-processed\77c616c911a1bdcd94f4061dfd2f7bbe.txt
256,861,0.00011193000000000001,C:\Root\nimue\data\email\ingest-processed\7806fc1b5b5326a868070661f01bf10a.txt
257,391,5.083e-05,C:\Root\nimue\data\email\ingest-processed\7826b2b9bd071d1c2da147df149bc9bb.txt
258,798,0.00010374,C:\Root\nimue\data\email\ingest-processed\782cacd109c16bc2944d0070345e4428.txt
259,133,1.729e-05,C:\Root\nimue\data\email\ingest-processed\789696cd98a47d0d52778f5be6b8fe00.txt
260,495,6.435e-05,C:\Root\nimue\data\email\ingest-processed\792e9109d9340d92265d03905a302460.txt
261,1276,0.00016588,C:\Root\nimue\data\email\ingest-processed\7a4436343bd61670b2e29ca111eaf402.txt
262,536,6.968000000000001e-05,C:\Root\nimue\data\email\ingest-processed\7a64a3485a475c38ce44e7132d2d6cee.txt
263,636,8.268e-05,C:\Root\nimue\data\email\ingest-processed\7b115e0eaace9b216bcef49e4a6d7e4f.txt
264,1876,0.00024388,C:\Root\nimue\data\email\ingest-processed\7c64ac5fad96440bf4dfab9f201d5657.txt
265,388,5.0440000000000005e-05,C:\Root\nimue\data\email\ingest-processed\7ce5cbd6ebf6bebe94e013df83edfd9e.txt
266,430,5.59e-05,C:\Root\nimue\data\email\ingest-processed\7d64efdde3326cb7aa1935150fc925f1.txt
267,289,3.757e-05,C:\Root\nimue\data\email\ingest-processed\7dbae93ed161cfc25d64608d6e1ef9d2.txt
268,805,0.00010465000000000001,C:\Root\nimue\data\email\ingest-processed\7e865f246ce37a545cdcd7c7433aeabc.txt
269,467,6.071e-05,C:\Root\nimue\data\email\ingest-processed\7eb9a576da6c0182c96a1f47ebf74913.txt
270,1524,0.00019812,C:\Root\nimue\data\email\ingest-processed\7ecc494e0a73d3625fe0dc2ad802e4d2.txt
271,468,6.084e-05,C:\Root\nimue\data\email\ingest-processed\7ee53dc2317d795f0c96d38545e7666c.txt
272,970,0.0001261,C:\Root\nimue\data\email\ingest-processed\7f1bdb1bae597c5ca32cef756d0ed544.txt
273,774,0.00010062000000000001,C:\Root\nimue\data\email\ingest-processed\7f4757d671dec0d330487708513781ac.txt
274,498,6.474000000000001e-05,C:\Root\nimue\data\email\ingest-processed\7ffb4aaf58058acbaf775609a48458ff.txt
275,1076,0.00013988,C:\Root\nimue\data\email\ingest-processed\8038f29a866181c782100072d5ed1fa2.txt
276,291,3.7829999999999995e-05,C:\Root\nimue\data\email\ingest-processed\81bca7b86e250edf589e9084385581d8.txt
277,639,8.307e-05,C:\Root\nimue\data\email\ingest-processed\81ca1e35d2eb048b209520e7ea6da364.txt
278,614,7.982e-05,C:\Root\nimue\data\email\ingest-processed\81de92c36aedf94b1d080b73993c7828.txt
279,143,1.859e-05,C:\Root\nimue\data\email\ingest-processed\8303ae710b0d194b18ff39e04c88c9ec.txt
280,256,3.328e-05,C:\Root\nimue\data\email\ingest-processed\8338190913e53f36ca632affef4864a4.txt
281,275,3.575e-05,C:\Root\nimue\data\email\ingest-processed\83387566a695cf6085a074ec1621c477.txt
282,256,3.328e-05,C:\Root\nimue\data\email\ingest-processed\8479a549fc0fb4e2aa0d5c536dfe04bd.txt
283,523,6.799e-05,C:\Root\nimue\data\email\ingest-processed\84eb31b6b2f20491961899e740584891.txt
284,371,4.8230000000000004e-05,C:\Root\nimue\data\email\ingest-processed\85c6bd88d76e32cd07ed010754f3b1df.txt
285,305,3.965e-05,C:\Root\nimue\data\email\ingest-processed\85ecc23121c82d19e817cce186b321d8.txt
286,85,1.1050000000000001e-05,C:\Root\nimue\data\email\ingest-processed\877c7e02fee66d48b9f1814cefdc4e12.txt
287,472,6.136e-05,C:\Root\nimue\data\email\ingest-processed\877ccbdba9d0ae3199d6d1c8456d9c78.txt
288,108,1.4040000000000001e-05,C:\Root\nimue\data\email\ingest-processed\891bda2788080cf405f59d129bf963ba.txt
289,2910,0.00037830000000000003,C:\Root\nimue\data\email\ingest-processed\8966eb1e75e91c27757df16abac63ad3.txt
290,1582,0.00020566,C:\Root\nimue\data\email\ingest-processed\89968415a30146fb7e93e1d59d4623ff.txt
291,707,9.190999999999999e-05,C:\Root\nimue\data\email\ingest-processed\8ae47e76e3a88c389a564ffaa72ec966.txt
292,85,1.1050000000000001e-05,C:\Root\nimue\data\email\ingest-processed\8aed883b807bf9bc4298abc19b6ee7f2.txt
293,513,6.669e-05,C:\Root\nimue\data\email\ingest-processed\8afa606585c93c8dde0c9e5b92bf873d.txt
294,500,6.5e-05,C:\Root\nimue\data\email\ingest-processed\8b4bbfa904a6d85162d37c926bb3dfb3.txt
295,662,8.606e-05,C:\Root\nimue\data\email\ingest-processed\8b630be7635fa148f7726cf0f41903ac.txt
296,523,6.799e-05,C:\Root\nimue\data\email\ingest-processed\8ba73c36470d2ce9304168d14dd1f833.txt
297,750,9.75e-05,C:\Root\nimue\data\email\ingest-processed\8ca5cecfe1e7494e2c0ab9f417061934.txt
298,632,8.216e-05,C:\Root\nimue\data\email\ingest-processed\8d30d52b9af068bbe3e748b197e2768b.txt
299,127,1.6510000000000003e-05,C:\Root\nimue\data\email\ingest-processed\8d538822200fd609c118a5b14e6c552b.txt
300,698,9.074000000000002e-05,C:\Root\nimue\data\email\ingest-processed\8d6cfffa324880ee3905f1b6edd72ed5.txt
301,613,7.969e-05,C:\Root\nimue\data\email\ingest-processed\8e2e9cf7015434c6fa9355c89d5c09a2.txt
302,372,4.836e-05,C:\Root\nimue\data\email\ingest-processed\8e92bb26c998d2911dca7a025282b921.txt
303,470,6.110000000000001e-05,C:\Root\nimue\data\email\ingest-processed\8eeb796d71ebf1e4903dcfd9f3e3f051.txt
304,163,2.1190000000000002e-05,C:\Root\nimue\data\email\ingest-processed\8f0f5557a006542f6cc054e6be26a0aa.txt
305,237,3.0810000000000005e-05,C:\Root\nimue\data\email\ingest-processed\8f2901802153c69f4854512cee91dff4.txt
306,492,6.396e-05,C:\Root\nimue\data\email\ingest-processed\8ffa5a133e791d0d73bb104e86f8aeda.txt
307,134,1.7420000000000003e-05,C:\Root\nimue\data\email\ingest-processed\904fa01fae4a6f4879bdaa636fa9d7d8.txt
308,520,6.76e-05,C:\Root\nimue\data\email\ingest-processed\90d131b68d1feeea9d3268581eaf019e.txt
309,790,0.0001027,C:\Root\nimue\data\email\ingest-processed\924a5753817d6a617bac97099f76835d.txt
310,206,2.678e-05,C:\Root\nimue\data\email\ingest-processed\938e24182c3ab62f1d4cac817fa26592.txt
311,174,2.262e-05,C:\Root\nimue\data\email\ingest-processed\93bc51c7fcb621f4fec7c9740ccf69aa.txt
312,469,6.097e-05,C:\Root\nimue\data\email\ingest-processed\93f82454c0788399a95df6daf490c644.txt
313,503,6.539e-05,C:\Root\nimue\data\email\ingest-processed\94071cb8ce7e61ef79269416b27525d8.txt
314,190,2.47e-05,C:\Root\nimue\data\email\ingest-processed\944a97cd147df5aad03bd91149fbadc9.txt
315,201,2.6130000000000002e-05,C:\Root\nimue\data\email\ingest-processed\948dfe07f2d48667c65010e80fbb9f94.txt
316,632,8.216e-05,C:\Root\nimue\data\email\ingest-processed\94a9c4f171a321c811a3a1d3a38800eb.txt
317,71,9.23e-06,C:\Root\nimue\data\email\ingest-processed\9518ab94eb8051b4c38f31bade9b60d8.txt
318,488,6.344e-05,C:\Root\nimue\data\email\ingest-processed\95499965f62e1054272da7e2dc86d29b.txt
319,447,5.811e-05,C:\Root\nimue\data\email\ingest-processed\955f802dd26a8894a787afcc184fe685.txt
320,118,1.534e-05,C:\Root\nimue\data\email\ingest-processed\96f01da38576698000e6d81700ebe896.txt
321,651,8.463000000000001e-05,C:\Root\nimue\data\email\ingest-processed\98038d475f5df0a3b8a5fa520f1a64c9.txt
322,151,1.963e-05,C:\Root\nimue\data\email\ingest-processed\985af92ba9f05123bc35810439bd996f.txt
323,60,7.800000000000002e-06,C:\Root\nimue\data\email\ingest-processed\98d1917c66d951b1ca049d042cadd9b7.txt
324,371,4.8230000000000004e-05,C:\Root\nimue\data\email\ingest-processed\991c3ee0b78f7799cd2617ac6066d9c1.txt
325,554,7.201999999999999e-05,C:\Root\nimue\data\email\ingest-processed\9988bc01f0939a9430693b774afe4bfc.txt
326,148,1.9240000000000002e-05,C:\Root\nimue\data\email\ingest-processed\999a49ef1e43079b368dbb6cc98ec294.txt
327,1070,0.0001391,C:\Root\nimue\data\email\ingest-processed\99dc741b0a46659263d12aa6c86c6bbe.txt
328,1922,0.00024986,C:\Root\nimue\data\email\ingest-processed\9a17332de63bf03d436912f50f968205.txt
329,299,3.8870000000000006e-05,C:\Root\nimue\data\email\ingest-processed\9a27b5f51e6243c596549630c7c30c92.txt
330,498,6.474000000000001e-05,C:\Root\nimue\data\email\ingest-processed\9a89e7f79621ef59c4f6e787a0dce0de.txt
331,727,9.451e-05,C:\Root\nimue\data\email\ingest-processed\9a93a56fa854a4a67452c93646ef76d9.txt
332,172,2.236e-05,C:\Root\nimue\data\email\ingest-processed\9b2da4400ab40c6bfd6bdc3abd4d9656.txt
333,1635,0.00021255000000000002,C:\Root\nimue\data\email\ingest-processed\9b4226b83308f969e208f9238b8cd1eb.txt
334,1003,0.00013039,C:\Root\nimue\data\email\ingest-processed\9be115fcb149ab6d11a0c240b87155a3.txt
335,217,2.821e-05,C:\Root\nimue\data\email\ingest-processed\9c97d482ad8b94060e5bd2a067c9f02f.txt
336,547,7.111e-05,C:\Root\nimue\data\email\ingest-processed\9cc127a8a274039ba2dc8d2156a90431.txt
337,413,5.369e-05,C:\Root\nimue\data\email\ingest-processed\9d99bc2b3e592793b759047ea6ae5177.txt
338,275,3.575e-05,C:\Root\nimue\data\email\ingest-processed\9df3e0852c42cf91b10a2f321ee0daa4.txt
339,78,1.0140000000000001e-05,C:\Root\nimue\data\email\ingest-processed\9f616c8af5ce2c9b4922e88cd0bc3096.txt
340,1814,0.00023582000000000003,C:\Root\nimue\data\email\ingest-processed\9f631be7a1f5ca37be60e9f6ac2504ad.txt
341,948,0.00012324000000000002,C:\Root\nimue\data\email\ingest-processed\a050b7e90fb0f896fdb9fc81808bf9e9.txt
342,153,1.989e-05,C:\Root\nimue\data\email\ingest-processed\a07cec41354ec62852f82eb38ed97533.txt
343,122,1.586e-05,C:\Root\nimue\data\email\ingest-processed\a0b2c244ae76232bd4450bc80aaaf5ef.txt
344,1500,0.000195,C:\Root\nimue\data\email\ingest-processed\a0bbee9368af2e3a8b9c223e4bcebbe3.txt
345,73,9.49e-06,C:\Root\nimue\data\email\ingest-processed\a1288ac6aa76e0e1638167a51d2ccb51.txt
346,182,2.366e-05,C:\Root\nimue\data\email\ingest-processed\a16f91feac005efa587c539d1f85abf7.txt
347,256,3.328e-05,C:\Root\nimue\data\email\ingest-processed\a1ddb8b41eaf526daefc62dc2147126e.txt
348,488,6.344e-05,C:\Root\nimue\data\email\ingest-processed\a2637036821592b53dea08e4fbcca069.txt
349,1387,0.00018031,C:\Root\nimue\data\email\ingest-processed\a29d244cc91892833687aabaf7753b5f.txt
350,6069,0.0007889700000000001,C:\Root\nimue\data\email\ingest-processed\a2fbe5dcb2d31016f518a5d8d48fb20a.txt
351,1499,0.00019487,C:\Root\nimue\data\email\ingest-processed\a314a741f4ca789259417d480ed9e087.txt
352,239,3.107e-05,C:\Root\nimue\data\email\ingest-processed\a350074ace776a02b0ad8fca222111ca.txt
353,283,3.679e-05,C:\Root\nimue\data\email\ingest-processed\a3bd5f00606df4b8656aed2589ec2e75.txt
354,406,5.278e-05,C:\Root\nimue\data\email\ingest-processed\a3f6e6ce345ffe4bda0a43d6547e41ca.txt
355,493,6.409e-05,C:\Root\nimue\data\email\ingest-processed\a447130622ce40f2cf283eb37f6535bc.txt
356,243,3.159e-05,C:\Root\nimue\data\email\ingest-processed\a45a17093fe3e9585fdda733e38ba227.txt
357,635,8.255e-05,C:\Root\nimue\data\email\ingest-processed\a591ec5e8783ae725f7d2a5cfcdedcf7.txt
358,582,7.565999999999999e-05,C:\Root\nimue\data\email\ingest-processed\a6a5759e62f6c44a2f9bb765e796f142.txt
359,538,6.994e-05,C:\Root\nimue\data\email\ingest-processed\a7094794a9b50d509758caa744059f62.txt
360,1109,0.00014417000000000002,C:\Root\nimue\data\email\ingest-processed\a7997f0beb6b18fd9cb1f18d999b1e43.txt
361,411,5.343e-05,C:\Root\nimue\data\email\ingest-processed\a8048e7110ca515b0d605d0809a0a820.txt
362,197,2.561e-05,C:\Root\nimue\data\email\ingest-processed\a81cab38fc1296fca3d40759a922326c.txt
363,389,5.057e-05,C:\Root\nimue\data\email\ingest-processed\a83fae8b4147ddad49a713cdb4eedf11.txt
364,256,3.328e-05,C:\Root\nimue\data\email\ingest-processed\aa85ec880b67c78e5885b1329d6da4df.txt
365,1009,0.00013117,C:\Root\nimue\data\email\ingest-processed\aaa2f0cf6def866fa0aa6fc6259e31aa.txt
366,407,5.291000000000001e-05,C:\Root\nimue\data\email\ingest-processed\aae0b4ce087c7a79dc51c431d09cb5ac.txt
367,636,8.268e-05,C:\Root\nimue\data\email\ingest-processed\ab547d285f649c6084ce6effed2c278b.txt
368,312,4.0560000000000005e-05,C:\Root\nimue\data\email\ingest-processed\abdc0f9caffb2599c89c36142b9ca851.txt
369,268,3.4840000000000005e-05,C:\Root\nimue\data\email\ingest-processed\ac921589388d4e6e13e970368ac06ed1.txt
370,246,3.198e-05,C:\Root\nimue\data\email\ingest-processed\aca4d2ec04923114119e586b19336ec4.txt
371,44,5.72e-06,C:\Root\nimue\data\email\ingest-processed\acd9d7cdf7c662232f950607725a3c09.txt
372,123,1.599e-05,C:\Root\nimue\data\email\ingest-processed\acf0e1fa59dce764867447dddd0ef9e7.txt
373,549,7.137e-05,C:\Root\nimue\data\email\ingest-processed\ad7abb7d1615fbcf17f521a1e84fb686.txt
374,680,8.840000000000001e-05,C:\Root\nimue\data\email\ingest-processed\ad7f1a310cd272c5cdab0591dbe48a98.txt
375,805,0.00010465000000000001,C:\Root\nimue\data\email\ingest-processed\ae8ad30d18bf48ff126800ec42fc91fe.txt
376,319,4.147e-05,C:\Root\nimue\data\email\ingest-processed\aeae551d29b9ebb544a2c483f3ae3869.txt
377,548,7.124e-05,C:\Root\nimue\data\email\ingest-processed\af0e0b10b429c441cd987cbfdc3ee7c9.txt
378,799,0.00010387,C:\Root\nimue\data\email\ingest-processed\af6e9fac13a61582e9c56ee602f787c1.txt
379,135,1.755e-05,C:\Root\nimue\data\email\ingest-processed\af7a7a9bb6b5da60a751f5f494362697.txt
380,557,7.240999999999999e-05,C:\Root\nimue\data\email\ingest-processed\afff9f6e003fad501fad279ffe1e8f1c.txt
381,467,6.071e-05,C:\Root\nimue\data\email\ingest-processed\b18230fa43b8c4ea7c6d238615a8408a.txt
382,206,2.678e-05,C:\Root\nimue\data\email\ingest-processed\b2aebd2d439819f428012da7d9676bbb.txt
383,84,1.092e-05,C:\Root\nimue\data\email\ingest-processed\b322347d84d5dab96d6900d50737d669.txt
384,528,6.864000000000001e-05,C:\Root\nimue\data\email\ingest-processed\b5845750e00b8c20ae8a306037422daf.txt
385,447,5.811e-05,C:\Root\nimue\data\email\ingest-processed\b5e8d0be2106e4a8b5b0d97b681a1391.txt
386,279,3.6270000000000003e-05,C:\Root\nimue\data\email\ingest-processed\b6471e6af02bdd3328b9597cc6d2bac1.txt
387,530,6.890000000000001e-05,C:\Root\nimue\data\email\ingest-processed\b66b9aa983d285e173b6934a552ed574.txt
388,636,8.268e-05,C:\Root\nimue\data\email\ingest-processed\b680bb1efd10b9da7946483a122f2cb1.txt
389,686,8.918000000000001e-05,C:\Root\nimue\data\email\ingest-processed\b6ef3d253202e1182963e128538b0a04.txt
390,220,2.86e-05,C:\Root\nimue\data\email\ingest-processed\b7840f706c359e032eadc23e37c46dd2.txt
391,722,9.386e-05,C:\Root\nimue\data\email\ingest-processed\b7e331525eee3bf685febe04ce3b2d3f.txt
392,118,1.534e-05,C:\Root\nimue\data\email\ingest-processed\b7fc643e1bfa422792139f9aadb650e2.txt
393,1430,0.00018590000000000002,C:\Root\nimue\data\email\ingest-processed\b83c140fad0e87f4f4fea57264fbccfa.txt
394,573,7.449000000000001e-05,C:\Root\nimue\data\email\ingest-processed\b8d81cf2ff6f778f5802ea9462908bdc.txt
395,390,5.0700000000000006e-05,C:\Root\nimue\data\email\ingest-processed\ba6863344058fe2c9df032f6ba524a3d.txt
396,509,6.617e-05,C:\Root\nimue\data\email\ingest-processed\bb24dad23235f7b2f2d6ae0fce217602.txt
397,154,2.0019999999999998e-05,C:\Root\nimue\data\email\ingest-processed\bbec58dab73dfb9efe993be759d18f3f.txt
398,455,5.915e-05,C:\Root\nimue\data\email\ingest-processed\bc6ec7f2f261cd752703bd15d4c6d975.txt
399,715,9.295000000000001e-05,C:\Root\nimue\data\email\ingest-processed\bca31c0b324c4c181f1e28ba51fb715e.txt
400,81,1.053e-05,C:\Root\nimue\data\email\ingest-processed\bd0f30de814d090787cbda4ba5951fc9.txt
401,1141,0.00014833,C:\Root\nimue\data\email\ingest-processed\bd3c09a3f2ef5ac3f17c446277600aa3.txt
402,633,8.229e-05,C:\Root\nimue\data\email\ingest-processed\bdeee857cd312449ec0d8fc7dda63fbc.txt
403,664,8.632000000000001e-05,C:\Root\nimue\data\email\ingest-processed\be9b91621324a27afa0d9ad195f7cf36.txt
404,938,0.00012194,C:\Root\nimue\data\email\ingest-processed\becc9046501a0acc447367a69e92b844.txt
405,299,3.8870000000000006e-05,C:\Root\nimue\data\email\ingest-processed\bfe806422d403fc32e02631be9532c15.txt
406,218,2.834e-05,C:\Root\nimue\data\email\ingest-processed\c051b7adff4edff4a6e5bfc81f7ffca3.txt
407,111,1.4429999999999999e-05,C:\Root\nimue\data\email\ingest-processed\c0dce2533d4cd786cf660c5979942adb.txt
408,776,0.00010088000000000001,C:\Root\nimue\data\email\ingest-processed\c29cd561400cd693b4ebc5fa94c3b7ce.txt
409,1453,0.00018889000000000002,C:\Root\nimue\data\email\ingest-processed\c48def7ac7a5a6403a37f1b12c6f9e8a.txt
410,814,0.00010582000000000001,C:\Root\nimue\data\email\ingest-processed\c515599ea376864d61f5d0adb776a05e.txt
411,445,5.7850000000000003e-05,C:\Root\nimue\data\email\ingest-processed\c608b39e49caeef8029afec5424e3710.txt
412,3123,0.00040599,C:\Root\nimue\data\email\ingest-processed\c63355b079a1bebec9ef0dd8fd1d6286.txt
413,727,9.451e-05,C:\Root\nimue\data\email\ingest-processed\c64ad9548be5190e51a294f4e51d42cf.txt
414,299,3.8870000000000006e-05,C:\Root\nimue\data\email\ingest-processed\c6980a8ec090b630a5a89eafea8f5574.txt
415,113,1.4690000000000002e-05,C:\Root\nimue\data\email\ingest-processed\c79bec12490f92e138e87d1fe1ea4428.txt
416,128,1.664e-05,C:\Root\nimue\data\email\ingest-processed\c7e3ce6a1e70af5ac383b1fd1b7b6166.txt
417,166,2.1580000000000003e-05,C:\Root\nimue\data\email\ingest-processed\c86036daca2e0ccc2bfd4c6af6ae56c1.txt
418,244,3.172e-05,C:\Root\nimue\data\email\ingest-processed\c8d4e26a38551148137706c304ccbf4b.txt
419,407,5.291000000000001e-05,C:\Root\nimue\data\email\ingest-processed\c90c47d8816057d084dc0f9b8a86b2d2.txt
420,953,0.00012389,C:\Root\nimue\data\email\ingest-processed\c98bd80927ecc10690d40ea0b6b82af7.txt
421,275,3.575e-05,C:\Root\nimue\data\email\ingest-processed\c9a1ffaab098f47f309f4b7b52784844.txt
422,960,0.00012480000000000002,C:\Root\nimue\data\email\ingest-processed\c9b2726679e9f7c169e1ca09b8390712.txt
423,506,6.578e-05,C:\Root\nimue\data\email\ingest-processed\c9be73c3b496b638f213de90c0f6c501.txt
424,613,7.969e-05,C:\Root\nimue\data\email\ingest-processed\c9d9c9e0cf532de366048d07dee57409.txt
425,705,9.165e-05,C:\Root\nimue\data\email\ingest-processed\cb650db7f89311c28b784e3f5f8c800d.txt
426,244,3.172e-05,C:\Root\nimue\data\email\ingest-processed\cb72f03fe056ad8c1b276b50a978e4ca.txt
427,79,1.027e-05,C:\Root\nimue\data\email\ingest-processed\cb7f2eae5542524faeb16336a2f8297e.txt
428,444,5.7719999999999996e-05,C:\Root\nimue\data\email\ingest-processed\cb80789ff229a64d964b5404332c4d70.txt
429,2612,0.00033956,C:\Root\nimue\data\email\ingest-processed\cb838856c2adb3e74a6955e0e48a0914.txt
430,235,3.0550000000000004e-05,C:\Root\nimue\data\email\ingest-processed\cbd79da83b8ab4376558ed7bda009bc9.txt
431,140,1.82e-05,C:\Root\nimue\data\email\ingest-processed\cbe34c45b29f1b8ab8537c69909cd3a4.txt
432,141,1.8330000000000002e-05,C:\Root\nimue\data\email\ingest-processed\cd90b57686ccee17640af046d2a82096.txt
433,613,7.969e-05,C:\Root\nimue\data\email\ingest-processed\ce396e741453931d4f1b26a3f5855e3d.txt
434,550,7.15e-05,C:\Root\nimue\data\email\ingest-processed\ce6f330e1c4fbf77d116bf691f52cf54.txt
435,450,5.85e-05,C:\Root\nimue\data\email\ingest-processed\cf38de7810e38e4a91bd2962011f89f8.txt
436,266,3.458e-05,C:\Root\nimue\data\email\ingest-processed\d02df6480ddb87f7b2fc17fac647dfd7.txt
437,1665,0.00021645000000000003,C:\Root\nimue\data\email\ingest-processed\d09610c5bd55da1f72e803be11f0fb7d.txt
438,64,8.32e-06,C:\Root\nimue\data\email\ingest-processed\d0b2c0b0cca8dc349849e4025e27a602.txt
439,686,8.918000000000001e-05,C:\Root\nimue\data\email\ingest-processed\d10b96ddbc951481f56ef67a78e4322e.txt
440,296,3.8480000000000004e-05,C:\Root\nimue\data\email\ingest-processed\d1697b705c16084589086534209b492d.txt
441,214,2.782e-05,C:\Root\nimue\data\email\ingest-processed\d2374202528243d56c51c6cd286990fa.txt
442,360,4.6800000000000006e-05,C:\Root\nimue\data\email\ingest-processed\d23b6a3ee5e7517e6ca6690527d1946b.txt
443,402,5.2260000000000004e-05,C:\Root\nimue\data\email\ingest-processed\d26a9456000a6ccc88120ea4c3f911c6.txt
444,542,7.046000000000001e-05,C:\Root\nimue\data\email\ingest-processed\d31ffe9cf7be675d15e643de8b2ed80b.txt
445,337,4.381e-05,C:\Root\nimue\data\email\ingest-processed\d35b6109be07f14033cb265af9b1ae56.txt
446,435,5.6550000000000006e-05,C:\Root\nimue\data\email\ingest-processed\d3782c8f920f9701c77cfc8b276159cd.txt
447,209,2.7170000000000002e-05,C:\Root\nimue\data\email\ingest-processed\d3a4032053ae3344effe094a51b37908.txt
448,429,5.577e-05,C:\Root\nimue\data\email\ingest-processed\d3ce0d378e8aa383798ab22bcf911a20.txt
449,253,3.289e-05,C:\Root\nimue\data\email\ingest-processed\d3e8d0ad1899ca94d55f8c90e9e7cb53.txt
450,1471,0.00019123000000000002,C:\Root\nimue\data\email\ingest-processed\d41ac5f89a4e40ef34f2904360c96c9b.txt
451,1636,0.00021268,C:\Root\nimue\data\email\ingest-processed\d47b4cdf5bf89faf8f97e6142eba64fa.txt
452,1719,0.00022347,C:\Root\nimue\data\email\ingest-processed\d4d63e6432e2b9f87a2ffe5ce09d90b3.txt
453,907,0.00011791000000000001,C:\Root\nimue\data\email\ingest-processed\d4f0a627863f1511c4feb8aa9735db31.txt
454,508,6.604000000000001e-05,C:\Root\nimue\data\email\ingest-processed\d5a8d8ed526bb0e68f796d9d67f20444.txt
455,357,4.6410000000000005e-05,C:\Root\nimue\data\email\ingest-processed\d656731df214e494bd8c6ef497d479a8.txt
456,347,4.511e-05,C:\Root\nimue\data\email\ingest-processed\d658acb60c8c7f0bafb2a9500eb8abd3.txt
457,1109,0.00014417000000000002,C:\Root\nimue\data\email\ingest-processed\d69f87af969e064e795a0653a11ef1cb.txt
458,68,8.84e-06,C:\Root\nimue\data\email\ingest-processed\d6b1d3a5b0beca92f17a4f118777f7ff.txt
459,288,3.744e-05,C:\Root\nimue\data\email\ingest-processed\d75c1a5813d0197a5f2e3f6bf5b4b4ec.txt
460,162,2.106e-05,C:\Root\nimue\data\email\ingest-processed\d7683be03f0116b2dd126d9188cc4514.txt
461,488,6.344e-05,C:\Root\nimue\data\email\ingest-processed\d7f0a732dac44e199e27841a08e5f096.txt
462,478,6.214e-05,C:\Root\nimue\data\email\ingest-processed\d7f1f638aa4b905f3c31989bced5874b.txt
463,299,3.8870000000000006e-05,C:\Root\nimue\data\email\ingest-processed\d7f65bbab5a44f8c74839cd9fc473cd5.txt
464,205,2.665e-05,C:\Root\nimue\data\email\ingest-processed\d82d85b91ff14f97dc8b36809f9d35e1.txt
465,143,1.859e-05,C:\Root\nimue\data\email\ingest-processed\d8862d494d13c75c5f2afeb49970211f.txt
466,121,1.573e-05,C:\Root\nimue\data\email\ingest-processed\d88dc1cc2e9b36c25807bf69abedab3a.txt
467,980,0.0001274,C:\Root\nimue\data\email\ingest-processed\db49286ff62c200e733a9ca7b738a87d.txt
468,295,3.8350000000000004e-05,C:\Root\nimue\data\email\ingest-processed\db6cc62a6a8cbd4db7ed9318a6f6b496.txt
469,275,3.575e-05,C:\Root\nimue\data\email\ingest-processed\dbc5fbc6a156ed68b576def4795e3ec0.txt
470,539,7.007000000000001e-05,C:\Root\nimue\data\email\ingest-processed\dbf1653710eb3f8738b0547d72f7475c.txt
471,511,6.643000000000001e-05,C:\Root\nimue\data\email\ingest-processed\dc6cc4ca4ba7a8acd47ca2c15571ed5e.txt
472,510,6.63e-05,C:\Root\nimue\data\email\ingest-processed\dc77c80a20c96380f0aa7b6966f76a59.txt
473,531,6.903e-05,C:\Root\nimue\data\email\ingest-processed\dd217615d6f38a3810e7cb3b6cf3509f.txt
474,3848,0.00050024,C:\Root\nimue\data\email\ingest-processed\dd51ac39837e9d124533445d43d75711.txt
475,135,1.755e-05,C:\Root\nimue\data\email\ingest-processed\df9b717e12a297bb0a29ef2014c6081c.txt
476,6674,0.00086762,C:\Root\nimue\data\email\ingest-processed\dfe7d81fbce5e33aa473998d97235d30.txt
